,Video Name,VideoEnglishText
0,"What Makes Something Acidic? | Acids, Bases & Alkali's | Chemistry | FuseSchool","How does something become acidic? In this video you will learn what are acids, and what is that strange pH scale."
124,Earth's Atmosphere | Matter | Physics | FuseSchool,So we have seen some reasons why the atmosphere is so important for life on earth. We'll look at the change in atmospheric pressure at the end.
125,Earth's Atmosphere | Matter | Physics | FuseSchool,"Air pressure is related to the weight of the air above. With increasing altitude, as the distance from the Earth increases, we have air above us, but its amount decreases."
126,Earth's Atmosphere | Matter | Physics | FuseSchool,"So with increasing altitude, the air pressure decreases, until we reach the extreme end of the atmosphere. There is absolutely no air, and therefore no pressure."
127,Earth's Atmosphere | Matter | Physics | FuseSchool,"Most of the molecules in the atmosphere are closer to the Earth due to gravity. Therefore, as altitude increases, the air pressure first decreases rapidly, and gradually decreases at higher altitudes. That's why the air is thinner on the mountains, and climbers often need oxygen to breathe."
128,Earth's Atmosphere | Matter | Physics | FuseSchool,The pressure on Mount Everest is only 30% of the sea level pressure.
129,Earth's Atmosphere | Matter | Physics | FuseSchool,"So these were the reasons why the atmosphere is so important, and why atmospheric pressure is highest at sea level, and decreases with increasing altitude."
130,Pressure in Gases | Matter | Physics | FuseSchool,"Who didn't love playing in a tub full of balls as a child? Now imagine a room that is full of these balls, and where they are constantly running in different directions. This is how gas molecules move. In this video we will learn more about amazing gases, and also the effect of temperature and pressure on them."
131,Pressure in Gases | Matter | Physics | FuseSchool,"Have you ever wondered why the cork pops out of a champagne bottle faster, or why foam and bubbles form when a cold drink bottle is shaken? It is related to the gas and the pressure inside the bottle. So let's look at pressure and gases in a little more detail."
132,Pressure in Gases | Matter | Physics | FuseSchool,"Gases exert pressure on the surface they are in contact with. The more the particles hit the wall of the vessel, the higher the pressure. For example, when you shake a bottle of cold drink, and bubbles form in it, it feels harder than before. It is a gas particle, which is pushing on a plastic bottle. We have this equation: The force per unit area is called pressure."
133,Pressure in Gases | Matter | Physics | FuseSchool,"We also see the effect of pressure on gases, when we inflate a balloon too much, and it explodes. This happens because we have greatly increased the pressure of the air molecules pushing on the surface of the balloon."
134,Pressure in Gases | Matter | Physics | FuseSchool,"The pressure also increases with the release of heat. Why does this happen? As a gas is heated, the energy of its particles increases, and they begin to accelerate. So they hit the walls of the vessel faster, and more often. This increases the pressure, and if the pressure increases too much, the vessel may even burst. Think of bursting balloons and tyres."
135,Pressure in Gases | Matter | Physics | FuseSchool,"Ever read the writing on your deodorant can - it warns not to keep it in the sun. This is because there is a gas inside the can, and we have seen that heating the gas increases the pressure, which can cause the can to burst. Therefore, it would not be right to do so."
136,Pressure in Gases | Matter | Physics | FuseSchool,"So what if we cool the gas? In this case the energy of the particles will be less, and there will be less pressure on the walls of the vessel. Therefore the balloon will shrink and hang. Now let's talk about that, which none of us like."
137,Pressure in Gases | Matter | Physics | FuseSchool,"Needles and syringes. Thankfully no injections are going to happen today. We are knowing about them only to understand the pressure of gases. When the plunger of a syringe is pulled out, the volume of the chamber increases. As the volume increases, the pressure inside decreases."
138,Pressure in Gases | Matter | Physics | FuseSchool,"Now we've created a vacuum that wants to get back to normal atmospheric pressure. Because, apart from the needle in your arm, it has no contact with the outside environment, therefore, the fluid that is available to pass in is your blood and is drawn into the chamber. Your blood reduces the empty volume, and the pressure returns to normal levels."
139,Pressure in Gases | Matter | Physics | FuseSchool,Pause the video and fill in the words in the blanks.
140,Pressure in Gases | Matter | Physics | FuseSchool,were your answers correct?
141,Pressure in Gases | Matter | Physics | FuseSchool,"So we have seen how volume, temperature and number of molecules affect the pressure of a gas. Hope you enjoyed today's lesson. See you next time."
142,Pressure in Gases | Matter | Physics | FuseSchool,Like our video and share with friends. If you have any question then comment below.
143,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","Hydrochloric acid is a chemical that has the ability to burn anything. It should not be touched without safety gloves and safety goggles. Despite this, this chemical is found inside our body. Stomach acid is, in fact, hydrochloric acid with a pH of about 1 to 2."
144,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","So let's know, what is the function of gastric acid in our body. Stomach acid performs two main functions. Since it is an acid with a low pH, it works to break down any protein present in our food into smaller parts. This means that it breaks apart the amino acid links that make up the complex structures of proteins."
145,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","If you want to know more about proteins and their composition, then definitely watch a video related to it on our channel."
146,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","Gastric acid activates some important digestive enzymes, such as proteases and lipases. Meaning makes them worth doing their job. These enzymes are able to do their work only at low pH. Protease enzymes break down long chains of amino acids
Breaks them down into smaller pieces or the amino acid components that make them up."
147,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool",What do you think Lippez would be doing? Pause this video for a while and think about this question.
148,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","Lipases break down lipids or fat molecules. But in the walls of our stomach, where does this acid come from? Why does a substance with such a low pH not damage the walls of the stomach? The answer lies in those cells that are found in the inner part of the stomach wall."
149,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","These cells produce mucus, which protects your stomach wall from this strong acid. But sometimes the amount of acid in the stomach becomes more, or sometimes it starts coming upwards into the esophagus. This abnormal condition is known as ""acid reflux""."
150,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","This happens when a large amount of food has been eaten in a short period of time. Or it could be due to eating food that has more spices, more oil, more chili, or food that is acidic or sour."
151,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","If this is happening due to the increased amount of acid in the stomach, then how do you think it can be neutralized? Pause this video here, think about this question, and start again when you get an answer."
152,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","Eating something alkaline can help relieve the burning sensation. This is an example of the acid-base neutralization process of everyday life. Antacids can be a treatment for this, and it can be bought from any drug store or supermarket."
153,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","Depending on the brand, antacids may contain the following substances: calcium carbonate, magnesium carbonate, sodium hydrogen carbonate. Let's take the example of calcium carbonate."
154,"Stomach Acid | Acids, Bases & Alkali's | Chemistry | FuseSchool","As a result of this reaction, calcium chloride (salts), water and carbon dioxide gases are obtained. This can help relieve irritation caused by acid reflux."
